dropoff_loc,count_2024,count_2025,pct_change,lat,lon,LocationID,zone_name
237,1717817,1734960,0.9979526340698689,40.7689,-73.9595,237,Upper East Side South
143,595544,598711,0.5317827062316135,40.7725,-73.987,143,Lincoln Square West
263,840421,843001,0.30698899718117467,40.7756,-73.9595,263,Yorkville West
151,369516,368238,-0.34585782483031857,40.7968,-73.9664,151,Manhattan Valley
262,616513,611528,-0.8085798677400152,40.7767,-73.953,262,Yorkville East
236,1808841,1767520,-2.284390944256571,40.7804,-73.953,236,Upper East Side North
239,1133903,1099353,-3.04699784725854,40.78,-73.9795,239,Upper West Side South
142,1136192,1101192,-3.0804652734749056,40.7736,-73.983,142,Lincoln Square East
238,911062,882848,-3.096825463031056,40.7915,-73.9744,238,Upper West Side North
